时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,上导轴承出油边.最高温度,下导轴瓦进油边.最高温度,水导瓦温.最高温度,导叶开度,水头
1516871640,60.054565,62.397224,99.04185,99.06282,104.43707,103.834854,6.696,3.196,4.921,3.3,13.342,14.196,373.22687,45.619324,1497.794,272.8919,48.838425,61.204346,53.02406,87.10947,461.35004
1516871700,58.827534,62.15563,97.23256,96.18934,103.12466,101.46969,5.681,3.309,4.591,2.947,12.484,13.566,373.44418,45.066936,1492.0803,319.85922,48.827263,61.206837,53.15019,87.08862,461.33002
1516871760,60.468773,63.08058,98.561905,97.72186,105.9693,101.936264,5.887,3.325,4.669,3.019,12.888,13.907,374.12814,42.39951,1477.4033,305.24655,48.8161,61.250008,53.050236,87.106384,461.12988
1516871820,59.64452,60.89522,100.49894,98.354805,104.04238,104.397064,5.408,3.017,4.517,3.058,12.837,13.912,373.71405,44.42963,1485.579,282.75253,48.80494,61.28388,53.07391,87.1015,461.32
1516871880,59.998463,61.624443,100.68539,98.18901,105.99818,103.24962,6.187,3.225,4.487,3.1,12.638,14.138,374.16705,44.150436,1492.2509,268.6297,48.9,61.399864,53.085934,87.08062,460.97015
1516871940,59.87563,61.937428,98.95898,97.54374,103.87552,102.186646,5.388,3.212,4.704,3.037,12.879,13.805,374.0698,44.743725,1493.2366,291.55685,48.9,61.240044,53.03339,87.076904,460.99017
1516872000,59.79846,61.92331,97.36204,97.15557,102.968216,102.5146,5.506,3.303,4.456,2.809,13.216,13.828,374.08624,44.44514,1497.6592,265.06073,48.9,61.22012,53.04024,87.34487,460.96014
1516872060,59.63967,62.02979,100.62323,97.6244,103.500084,103.56873,5.831,3.075,4.641,3.466,13.315,13.781,373.9246,46.63106,1500.0728,323.40445,48.9,61.306072,53.030247,87.473694,460.76
1516872120,59.332596,62.31333,100.9386,97.70953,105.00182,102.20815,5.679,3.204,4.525,3.021,13.071,14.571,373.76294,44.879444,1491.8044,284.71198,48.9,61.30003,53.09188,87.33919,461.22995
1516872180,59.31482,61.624443,101.12735,97.5639,103.9381,101.75194,6.175,3.087,4.575,3.325,12.975,13.237,373.6013,45.372723,1492.2509,310.61786,48.9,61.390015,53.100212,87.36193,460.9698
1516872240,60.594025,63.040943,97.709045,96.31145,106.333496,101.97928,6.333,2.975,4.596,3.275,13.187,14,373.43964,44.173702,1483.0181,290.14667,48.9,61.374466,52.929897,87.345215,460.8801
1516872300,60.061493,62.311718,100.49893,97.127,105.31469,104.62286,5.512,3.288,4.725,3.425,13.038,14.25,373.27798,44.150436,1489.9006,296.24683,48.9,61.358913,53.300117,87.14329,460.80005
1516872360,58.62632,62.311718,98.309845,97.059784,101.127144,103.6874,5.637,3.038,4.575,2.9,12.7,14.013,374.26697,43.441383,1048.9469,262.24435,48.9,61.34336,53.063866,87.352875,460.76
1516872420,59.412758,62.60018,98.486626,97.79781,103.80044,101.337204,5.852,3.27,4.622,3.065,13.052,13.958,374.51678,43.384438,1487.0347,296.75067,48.9,61.327812,52.97993,87.35942,460.49985
1516872480,59.917652,62.374638,98.00139,97.7073,104.97776,103.042244,5.617,2.946,4.697,3.267,13.113,13.98,374.7666,44.521637,1493.5735,304.62335,48.9,61.31226,53.011364,87.49795,460.80005
1516872540,57.937828,61.314686,98.938255,98.31,104.12582,102.37405,5.887,3.175,4.437,3.237,13.075,14.413,375.01642,44.77087,1493.2365,292.12723,48.9,61.377632,53.200165,87.47474,460.4502
1516872600,60.145535,61.664776,100.28946,98.37498,100.77257,103.85483,5.508,2.812,4.721,3.396,13.329,13.825,374.06427,43.32749,1499.1334,258.97507,48.9,61.233402,53.033577,87.4831,460.36014
1516872660,60.084118,62.66665,99.9764,98.23158,103.42857,102.62597,5.596,3.208,4.462,3.363,13.392,14.22,373.82703,44.150436,1493.683,290.7329,48.9,61.266613,53.1202,87.44596,460.34012
1516872720,59.644516,62.72957,97.68833,98.27191,104.124214,101.35563,5.296,3.171,4.475,2.992,13.096,14.296,373.5898,42.931534,1489.572,271.04337,48.9,61.27683,53.066895,87.51048,460.37015
1516872780,59.251785,61.687363,100.49893,96.25319,103.249794,106.00072,5.838,3.362,4.725,3.237,13.613,13.937,373.3526,42.98582,1490.5829,313.24805,48.9,61.244473,53.00026,87.479515,460.5599
1516872840,59.125725,62.2488,97.999084,96.37418,103.9381,101.43858,5.613,3.075,4.725,3.2,13.187,14.175,374.02686,44.98802,1492.908,256.87305,48.9,61.29982,53.02168,87.481705,460.48987
1516872900,59.14512,61.042034,99.16614,96.10307,106.102455,106.33405,6.434,2.946,4.783,3.454,13.05,14.008,373.50113,45.80164,1499.3441,232.2347,48.9,61.240044,52.991882,87.47752,460.52988
1516872960,59.827553,62.1399,98.54636,96.98585,102.03084,104.469635,6.181,3.478,4.775,3.438,12.9,14.568,374.43106,45.9455,1502.1641,240.60858,48.9,61.352474,53.090218,87.61575,460.45984
1516873020,59.031174,61.968082,100.060425,97.00265,104.157104,102.063,5.431,3.2,4.594,3.15,13.1,13.937,374.195,47.19625,1511.0789,274.69028,48.9,61.3986,53.009777,87.60545,460.26007
1516873080,60.499077,63.82905,97.42074,96.20446,104.92361,105.48576,6.388,3.225,4.475,3.391,13.319,13.906,374.38138,47.13763,1504.824,242.4505,48.9,61.379677,53.1252,87.60461,460.34012
1516873140,60.051796,61.386314,97.67452,96.311,102.949455,103.33902,5.655,3.082,4.39,3.007,13.197,13.82,374.56775,49.403625,1510.6746,234.71439,48.9,61.360752,53.014538,87.593315,460.20004
1516873200,60.061493,61.4986,97.75048,96.75059,105.25212,104.18969,5.6,2.8,4.788,3.075,12.975,13.625,374.75412,47.091652,1500.5656,327.00116,48.9,61.341824,53.04191,87.58755,460.00992
1516873260,60.000076,62.187492,98.832375,97.16658,106.49876,103.5,5.896,3.225,4.742,3.117,13.304,14.149,374.94046,49.057392,1505.7885,304.83987,48.9,61.3229,53.09252,87.71474,460.20004
1516873320,59.31482,61.43568,96.25195,96.562386,103.34366,106.43851,5.55,3,4.412,3.088,13.475,14.626,375.12683,48.40748,1500.237,303.80472,48.9,61.303974,53.00026,87.74352,460.13998
1516873380,59.814217,62.500477,98.565346,97.49669,103.750374,104.56296,5.463,3.138,4.55,2.9,13.275,14.538,374.80304,50.01915,1488.9149,290.43185,48.9,61.285046,52.899742,87.75606,460.04993
1516873440,59.64775,61.708336,98.77022,97.14716,102.62407,104.79184,5.575,3.171,4.446,3.029,13.237,14.858,374.03885,50.670605,1489.6815,299.289,48.9,61.26612,53.033577,87.74167,459.91986
1516873500,59.17518,62.585663,98.20073,97.235886,104.775604,105.00166,5.73,3.068,4.622,3.35,13.437,15.322,373.7736,50.275078,1508.7639,297.2989,48.9,61.247196,53.1202,87.73238,459.8298
1516873560,59.92331,61.93783,100.06387,96.14061,103.10781,104.09523,5.703,3.162,4.844,3.362,13.375,14.237,373.50833,50.605457,1508.7476,270.59445,48.9,61.228268,52.824776,87.75467,459.79977
1516873620,59.751186,60.90571,97.75221,96.9388,105.467514,104.45236,6.156,3.128,4.247,3.078,13.412,14.65,373.2431,53.55729,1521.4089,311.73492,48.9,61.209343,53.00895,87.65399,459.8298
1516873680,59.877247,61.372765,99.877426,96.31368,101.43519,100.56302,5.313,2.937,4.675,2.95,13.613,14.763,373.83566,51.88671,1516.9167,317.06662,48.9,61.29982,53.095867,87.74352,459.79013
1516873740,59.29219,61.479244,100.37694,95.50037,103.02036,105.00074,6.004,2.983,4.521,3.233,13.408,14.333,373.40338,52.80395,1509.2509,294.70462,48.9,61.250008,52.919846,87.77741,459.71008
1516873800,59.605732,61.395348,99.08558,96.08515,106.4795,102.584496,5.967,3.142,4.558,3.083,12.625,14.571,373.9279,52.34793,1507.246,270.6895,48.9,61.266613,52.990208,87.72542,459.79977
1516873860,60.147152,61.706722,98.164825,97.60423,103.74877,104.97771,6.058,3.267,4.592,3.471,13.004,14.925,373.84286,51.452274,1507.8019,327.00116,48.9,61.233402,53.083553,87.71846,459.45993
1516873920,59.06269,62.2488,99.09363,96.46828,103.59395,105.12517,5.706,3.031,4.588,3.269,13.219,14.35,373.4632,53.194653,1519.0776,267.53644,48.9,61.22866,53.100212,87.77486,459.7401
1516873980,59.283302,62.39279,98.45486,96.454834,105.12577,103.68855,5.481,3.319,4.903,3.472,13.8,14.609,374.60565,51.2528,1513.2334,250.78474,48.9,61.374855,53.075226,88.013,459.51996
1516874040,58.99966,61.87612,99.59429,97.68489,106.09444,104.533005,5.744,2.869,4.825,3.45,13.631,15.162,374.76917,51.771824,1516.9042,282.6601,48.9,61.280064,53.050236,87.98975,459.40988
1516874100,59.49906,63.439434,99.311165,96.37418,101.56034,104.68738,5.425,3.225,4.925,3.2,13.712,15.249,374.31955,50.545322,1511.2305,331.05737,48.9,61.379467,53.00026,87.99421,459.56
1516874160,59.163544,61.337914,100.57352,97.31386,105.973145,105.338066,5.358,3.257,5.008,3.03,14.043,14.211,374.70074,50.410023,1512.412,317.72418,48.9,61.32119,53.06023,88.0332,459.40988
1516874220,59.272797,62.292362,98.00139,96.06051,103.29151,103.64592,5.015,3.021,5.087,3.417,13.583,14.645,375.08194,52.90167,1517.0094,248.52295,48.9,61.37134,52.966564,88.02067,459.32983
1516874280,59.03118,61.95114,97.92313,96.85814,103.42187,105.531845,5.744,3.316,4.794,3.275,13.765,15.337,374.06958,50.437943,1497.495,290.40417,48.9,61.232574,53.050236,88.00987,459.31982
1516874340,59.31482,61.000088,96.56271,96.185974,106.373604,105.75188,5.7,2.854,4.713,3.387,14.287,15.3,373.94244,51.79423,1517.5739,234.4371,48.9,61.399864,53.0213,87.997925,459.29984
1516874400,58.248135,61.4986,97.37757,96.81109,107.06191,103.876335,5.5,3,4.487,2.975,13.95,15.3,373.8153,52.398045,1512.57,322.18442,48.9,61.200195,53.100212,88.00674,459.1701
1516874460,60.124523,61.8132,101.12735,97.8126,105.560165,104.49844,5.063,3.138,4.637,3.225,13.9,15.125,373.68817,53.84554,1519.899,229.4302,48.9,61.233402,52.973454,88.0334,459.06003
1516874520,60.124523,61.687363,100.49893,97.8126,104.939255,105.9362,5.95,3.125,4.575,3,13.325,15.449,373.56104,54.675175,1526.5709,206.43971,48.9,61.29982,52.79979,88.00674,459.1701
1516874580,59.49906,61.832558,99.417046,98.27191,106.43778,105.70887,5.533,2.913,4.733,3.546,13.279,14.721,373.4339,50.711155,1510.127,264.99603,48.9,61.361385,53.080223,88.00442,459.1601
1516874640,59.625126,62.122963,98.309845,97.18749,107.12448,102.37405,5.45,2.9,4.675,3.35,13.038,15.349,373.30676,51.338287,1514.5665,242.37521,48.9,61.399864,53.077145,88.011475,459.2101
1516874700,60.001694,61.937428,96.21052,96.10307,107.312195,103.5215,5.312,3.008,4.738,3.063,13.109,14.896,373.7618,50.833466,1507.2374,269.31104,48.9,61.363483,53.090694,88.02113,459.04
1516874760,59.251785,62.311718,98.565346,97.3757,108.37593,109.93615,5.313,3.325,4.637,3.275,13.813,14.225,373.27075,48.993275,1509.234,230.99884,48.9,61.308914,53.00026,88.03181,458.8699
1516874820,60.250587,62.43756,98.87611,96.43468,107.312195,104.56296,5.7,3.175,4.487,2.875,13.088,15.913,374.02023,50.14944,1511.9128,236.06909,48.9,61.39094,53.061768,88.0895,458.88992
1516874880,60.10513,61.26951,95.54297,97.74763,105.72863,105.37554,6.159,3.279,4.754,3.329,13.721,14.192,373.43762,52.698715,1521.2384,292.34906,48.9,61.374207,53.13353,88.02067,458.99
1516874940,59.709164,61.41794,98.081955,96.185974,106.060745,104.79183,5.633,3.208,4.538,3.179,13.646,14.52,373.25525,51.851227,1517.793,333.3707,48.9,61.357475,53.076538,88.00024,458.79987
1516875000,59.13542,61.963238,97.936935,95.81494,106.01069,103.16114,5.515,2.878,4.577,3.465,13.46,14.656,373.90768,50.605457,1452.1031,260.56165,48.9,61.340744,53.1252,88.15391,458.88992
1516875060,59.29219,61.33404,96.97935,97.51909,105.27137,105.937744,5.758,3.033,4.429,3.312,13.833,15.071,373.2593,50.253674,1509.6888,263.5489,48.9,61.324013,53.066895,88.145546,458.70016
1516875120,59.688156,61.87612,96.3141,97.68489,107.06191,106.811775,5.563,3.15,4.888,3.612,14.188,15.063,374.90088,50.870243,1504.5839,310.74463,48.9,61.30728,53.100212,88.4315,458.57007
1516875180,59.12451,61.67163,97.888596,96.62624,107.90664,103.56182,5.528,2.9,4.903,3.491,13.85,15.437,374.5584,51.548725,1503.4087,309.70285,48.9,61.290546,52.967625,88.40156,458.55008
1516875240,59.811794,60.68791,98.90718,96.24983,104.96813,102.719666,5.65,3.519,5.169,3.544,13.781,15.356,374.93793,50.298344,1306.5869,257.62564,48.9,61.273815,52.83988,88.40444,458.55008
1516875300,59.020668,61.863537,100.3332,98.20694,109.165306,104.31258,5.883,2.979,5.063,3.383,13.608,15.404,374.80417,52.144352,1514.356,285.4989,48.9,61.257084,53.08772,88.38694,458.6001
1516875360,59.56209,62.2488,98.87611,96.12548,103.62523,104.49844,5.413,2.85,4.587,2.888,13.6,14.924,374.14764,53.975716,1517.5739,317.74796,48.9,61.240353,52.899742,88.40643,458.48004
1516875420,59.251785,62.18588,100.809685,98.249504,103.750374,103.56297,5.563,3.225,4.825,3.1,12.888,15.151,374.00214,51.81703,1515.2489,313.94525,48.9,61.22362,52.79979,88.3187,458.40997
1516875480,59.688156,62.064877,96.87346,95.688576,108.063065,105.75188,5.662,2.888,4.725,3.2,13.813,15.3,373.8566,54.20071,1516.2345,272.55917,48.9,61.206886,52.966564,88.41201,458.33994
1516875540,59.290577,61.542164,98.832375,97.102356,104.72907,107.81176,5.513,2.913,4.812,3.246,13.925,15,373.71106,55.27303,1518.7954,312.59845,48.9,61.340908,52.976326,88.37302,458.2699
1516875600,59.062695,62.374638,97.62618,96.50189,107.12689,106.24957,5.662,3.087,4.775,3.237,14.2,16.125,373.56555,52.022205,1513.9094,307.4965,48.9,61.225155,53.050236,88.25603,458.31992
1516875660,59.125725,61.50137,98.938255,96.75059,102.1235,103.81182,5.662,3.275,4.55,3.437,13.85,14.575,373.42,52.022205,1515.9059,311.93298,48.9,61.31724,53.00026,88.368835,458.0301
1516875720,58.999664,61.251766,96.81131,96.8783,107.49991,105.00074,5.563,3.075,4.575,3.207,13.375,14.287,373.2745,52.022205,1517.9025,246.49481,48.9,61.393543,53.100212,88.399475,458.16983
1516875780,59.406937,60.436226,100.62323,97.34209,106.59262,104.657425,6.175,3.262,4.8,3.162,13.769,14.887,374.31607,50.50774,1501.5638,320.12463,48.9,61.376305,53.050236,88.518555,458.12015
1516875840,59.626095,60.688713,99.145424,95.811806,107.08116,105.57493,5.729,3.05,4.883,3.417,13.883,14.767,374.70486,51.08182,1514.6844,291.7892,48.9,61.35907,53.04024,90.77498,458.15982
1516875900,59.45179,61.87612,99.0813,96.78252,110.124344,107.264534,6.091,3.034,4.963,3.247,13.656,14.744,375.09363,51.521442,1511.6475,250.76495,48.9,61.34183,52.93522,88.497314,457.99008
1516875960,59.18633,62.00196,99.03148,96.468285,105.841736,106.062935,5.575,3.309,5.075,3.419,13.894,14.813,373.55606,50.81866,1344.9125,308.97003,48.9,61.324593,53.025246,88.54431,457.93005
1516876020,59.313606,61.423584,98.29776,96.154045,107.077545,105.01572,5.256,3.194,4.806,3.262,14.003,15.603,373.85068,53.620686,1518.6606,285.06055,48.9,61.307354,52.97513,88.510895,457.96005
1516876080,59.188755,61.71882,97.82645,95.99945,107.51556,108.28295,5.7,2.962,5.181,3.669,13.706,15.05,374.15335,51.358402,1510.5671,258.2951,48.9,61.29012,53.04607,88.53596,457.99008
1516876140,59.935432,61.624443,101.99747,97.94031,106.43619,107.56291,6.238,3.362,5.075,3.325,13.75,15.2,373.33145,52.288708,1519.899,265.9995,48.9,61.27288,53.00026,88.562416,457.89
1516876200,58.78147,63.25067,96.90454,95.93727,106.6239,104.8141,5.606,3.256,5.119,3.625,13.956,14.719,374.05804,51.77795,1508.4126,320.09296,48.9,61.255642,53.200165,88.63066,457.79996
1516876260,58.858356,61.748665,97.58245,95.56087,104.72908,106.959236,5.362,3.058,4.629,3.623,13.983,15.109,373.80652,53.138863,1398.9198,283.31235,48.9,61.238407,53.09252,88.61381,457.67987
1516876320,58.905113,61.375183,99.81528,98.27735,108.52995,106.59288,6.231,3.131,4.875,3.5,14.381,15.081,373.555,53.650272,1515.2362,334.93933,48.9,61.22117,53.01948,88.636925,457.6699
1516876380,59.251785,62.873154,99.06255,94.31065,105.18955,104.2496,5.45,2.837,5.175,2.987,14.575,15.063,373.30347,53.516266,1493.919,289.87732,48.9,61.20393,53.166847,88.650154,457.58017
1516876440,59.87434,61.72608,98.51287,94.97743,104.65142,104.12334,5.518,3.182,5.12,3.65,14.08,14.835,373.71936,51.289436,1509.9011,289.41147,48.9,61.387455,53.05579,88.62012,457.81998
1516876500,59.90052,62.397224,100.37693,96.99705,105.5008,105.89627,6.033,2.992,5.121,3.412,13.908,15.571,373.28708,53.90061,1520.6908,292.47583,48.9,61.370533,53.06023,88.62648,457.60983
1516876560,59.43603,61.188843,96.93561,98.49821,105.81046,107.81176,5.887,2.7,4.838,3.275,13.362,14.426,374.12476,53.585182,1494.2474,293.12543,48.9,61.353615,53.200165,88.618126,457.57016
1516876620,59.54108,61.500214,99.021126,97.22782,105.897095,103.49999,5.425,3.271,5.358,3.783,14.25,14.204,374.059,53.48755,1517.456,277.1013,48.9,61.336693,53.1202,88.84328,457.41006
1516876680,59.062695,62.374638,98.6275,97.31521,104.00067,107.81176,5.662,3.025,5.212,3.437,14.1,14.462,373.81668,50.849754,1508.2484,308.4313,48.9,61.31977,53.100212,88.80613,457.42007
1516876740,59.31482,62.563396,95.623535,96.06499,104.3761,105.81178,5.512,3.038,5.3,3.813,14.15,14.426,373.45422,51.289436,1512.8986,282.25604,48.89438,61.30285,53.100212,88.80056,457.43008
1516876800,60.061493,62.332695,98.79093,96.08292,105.66766,105.6674,6.475,2.9,5.145,3.608,14.338,14.825,373.84286,50.430595,1503.9015,289.00583,48.888756,61.28593,53.084835,88.77132,457.22995
1516876860,59.49906,62.2488,99.249016,94.25016,107.06191,106.43851,6.062,2.937,4.912,3.037,13.85,14.887,373.3473,50.99633,1508.5769,318.8095,48.883133,61.26901,53.00026,88.818665,457.37006
1516876920,59.041683,61.25015,98.643616,95.728905,105.74949,105.15742,5.969,3.006,5.206,3.112,14.306,15.012,374.69592,53.878082,1516.0155,317.91696,48.87751,61.252087,52.95,89.02293,457.31
1516876980,58.999664,62.00196,99.939575,94.31065,105.99818,106.43851,5.6,3.413,5.4,3.763,14.625,15.774,374.4466,53.975716,1521.8955,328.12616,48.871887,61.235165,52.899742,89.031746,457.23996
1516877040,59.938663,62.561787,96.41538,96.27335,106.31264,105.479996,6.142,2.887,4.875,3.652,14.033,14.499,374.98242,53.90061,1516.6893,309.95767,48.866264,61.218243,53.083553,89.068886,457.35004
1516877100,59.701492,61.236034,97.795364,95.04834,106.48311,106.46846,5.7,3.047,4.903,3.591,13.838,15.303,375.035,52.440998,1510.9147,306.02295,48.86064,61.201324,52.914345,89.05159,457.1399
1516877160,59.6387,62.038746,99.04875,97.237236,104.70148,106.24957,6.117,2.935,5.133,3.862,13.84,14.415,370.67847,52.22793,1517.5638,310.42456,48.85502,61.253048,53.076694,89.03105,457.1499
1516877220,59.90634,62.188297,97.684875,96.06163,105.43743,107.84401,6.056,3.094,4.969,3.594,14.181,14.669,365.57324,52.47822,1506.2393,269.37442,48.849396,61.20519,53.050236,89.04985,457.1099
1516877280,59.937046,61.20982,97.46044,94.60192,102.62408,102.8533,5.137,3.304,4.296,2.5,11.359,12.842,353.02396,47.07657,1456.5746,275.10486,48.843773,61.381145,53.13353,82.247574,456.94012
1516877580,59.937046,61.60347,95.87444,94.70722,108.270035,105.24958,5.562,3.175,4.987,3.508,12.667,14.621,373.84286,52.67366,1514.1368,278.04666,48.81566,61.566605,53.66661,88.447754,456.91013
1516926600,69.29254,68.62516,122.187325,119.20934,89.31146,91.85601,5.45,2.754,3.354,2.387,8.171,8.679,364.5573,49.24197,1477.6897,285.60458,43.492863,56.033268,47.233322,80.92695,474.65982
1516926660,68.12495,66.87592,119.87334,116.68995,94.49746,92.811104,4.975,2.65,3.612,2.3,9.05,10.726,376.3439,50.145447,1510.5834,269.93527,43.815952,56.322346,47.350056,81.4062,474.65982
1516926720,65.93729,67.187996,118.62555,116.49791,91.43806,92.999084,5.263,3.05,3.825,2.45,9.238,10.038,378.07944,53.18277,1525.4695,221.12494,43.999954,56.746662,47.72304,82.325066,474.6201
1516926780,66.22919,67.22839,119.12529,116.54224,86.165054,90.02178,5.429,3.046,3.583,2.746,9.279,9.754,373.68054,49.549458,1497.1345,298.2094,44.340057,57.06152,47.988754,82.67705,474.61014
1516926840,65.25053,64.62574,118.12582,115.91854,90.602394,92.852875,5.35,2.425,3.479,2.513,9.208,9.783,373.3277,50.344913,1504.0214,298.68704,44.684547,57.324886,48.38459,81.693375,474.54984
1516926900,66.09878,63.437016,118.02494,114.96265,91.249886,91.92475,5.307,2.443,3.475,2.165,9.633,11.138,376.21573,52.54349,1515.6399,268.44955,44.91998,57.513386,48.63999,81.800316,474.96988
1516926960,65.09343,65.43825,117.46856,114.93827,90.75061,91.29587,5.841,3.05,3.512,2.684,9.162,10.247,376.37103,52.3229,1515.0803,291.87244,45.18749,57.825855,48.974873,82.61003,473.83
1516927500,64.063286,62.09327,113.09434,113.00195,89.7475,93.40638,5.669,2.762,3.654,2.806,8.594,9.012,370.74796,46.61503,1490.0728,265.09344,46.821182,59.255535,51.149956,81.959335,474.2
1516927560,62.373978,61.749382,111.62306,108.18638,93.501945,91.06232,5.312,2.512,3.525,2.55,9.625,10.474,374.76028,47.47668,1491.5717,298.94095,46.89998,59.35191,51.000153,81.85654,474.20996
1516927620,62.917446,61.70898,110.519615,108.31276,90.89579,91.18764,5.221,2.733,3.737,2.963,9.112,10.425,376.37103,46.0772,1502.0144,238.93861,47.059563,59.34436,50.96681,82.4542,474.2401
