时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,上导轴承出油边.最高温度,下导轴瓦进油边.最高温度,水导瓦温.最高温度,导叶开度,水头
1516862760,60.23604,62.90824,106.689865,105.06521,92.99874,95.87415,5.644,2.987,4.284,2.547,11.897,12.79,374.594,38.328823,1480.4108,247.78616,48.430454,60.670628,54.360176,84.55884,467.82013
1516862820,60.229576,61.271122,108.83407,105.47747,91.83433,95.563095,5.754,2.854,3.904,2.654,11.804,12.4,375.0057,41.32472,1489.1256,301.9139,48.423565,60.653027,54.385876,84.57102,467.78012
1516862880,59.874825,61.220306,106.08068,105.68695,92.90608,94.968636,5.75,3.081,4.225,2.75,12.45,12.918,374.06998,41.187935,1483.5698,274.7774,48.416676,60.63542,54.266888,84.55918,467.78012
1516862940,59.062695,61.499294,107.13804,105.91213,90.31174,95.151115,5.58,3.577,4.172,2.32,12.33,12.453,373.9621,40.1033,1460.5087,257.59872,48.409786,60.617817,54.232384,84.55765,467.7701
1516863000,59.730175,62.31333,109.95969,105.74857,92.833885,96.437126,6.183,3.204,4.542,2.787,12.312,12.979,373.85425,40.819897,1479.5726,291.12903,48.402897,60.600216,54.341854,84.55617,467.74008
1516863060,59.467545,62.1883,105.029045,105.139145,93.827835,95.57807,5.55,3.319,4.281,2.609,12.06,13.212,373.74637,39.732014,1471.6602,303.66208,48.47501,60.685673,54.380165,84.67651,467.7201
1516863120,59.020668,61.271122,104.37531,105.24893,92.39427,96.25126,5.675,3.138,4.025,2.583,12.096,13.008,373.63852,42.204075,1491.6865,284.31586,48.466625,60.72498,54.255783,84.56406,467.70007
1516863180,59.709167,62.542423,106.58282,104.70896,91.91776,94.33639,5.717,2.987,4.121,2.717,12.254,13.15,373.53064,38.198647,1470.7946,315.63004,48.43635,60.643944,54.272945,84.55199,467.69006
1516863240,60.514835,62.829597,106.11151,104.07881,90.20224,96.10802,6.156,3.034,3.838,2.506,11.828,12.916,373.42276,39.172062,1487.434,310.6377,48.52862,60.779,54.275223,84.54386,467.68005
1516863300,59.91604,61.605083,107.25267,105.186195,92.58199,96.770454,5.954,2.979,4.204,2.708,12.421,12.533,373.3149,39.492645,1478.6796,269.16846,48.598103,60.75159,54.26689,84.5564,467.64005
1516863360,60.74999,62.500477,105.063576,105.75081,92.93978,93.75207,5.512,3.125,4.05,2.513,12.213,12.587,373.20703,38.97971,1483.5825,231.0622,48.5897,60.72418,54.30021,84.56824,467.61002
1516863420,59.208145,61.229176,105.25003,103.0196,91.29204,93.103836,5.496,3.059,4.375,2.846,12.008,13.07,373.78714,41.803463,1482.0239,276.00272,48.581295,60.761536,54.2213,84.54735,467.6
1516863480,59.125725,61.93904,109.06196,105.3139,94.18642,94.93638,5.35,2.937,4.05,2.513,12.7,13,373.33124,36.97751,1474.9141,256.0016,48.57289,60.773685,54.200256,84.550125,467.53998
1516863540,59.376232,61.751892,106.20761,104.6664,94.58271,95.9379,5.983,2.858,4.004,2.617,12.371,12.409,373.82166,38.70076,1353.1344,287.43726,48.564487,60.876522,54.241055,84.55199,467.58
1516863600,59.998463,61.000088,105.31218,104.440094,91.7509,94.56311,5.988,3.288,3.775,2.6,12.162,13.588,373.27628,37.426327,1196.26,278.05725,48.556087,60.699966,54.30021,84.5752,467.51996
1516863660,60.250587,61.8132,105.00143,103.280624,92.12393,96.062325,5.6,2.919,4.056,2.569,12.181,13.074,374.58035,38.52409,1481.7502,245.21931,48.547684,60.800014,54.333523,84.57799,467.49994
1516863720,60.623928,61.372765,104.497314,103.74777,92.75206,95.623,5.725,3.337,3.825,2.45,12.15,12.512,375.08643,36.391197,1469.91,301.93503,48.53928,60.86586,54.400154,84.75067,467.52997
1516863780,59.28209,60.954105,104.15721,104.67031,92.14078,96.14143,5.797,3.431,4.019,2.456,11.891,12.625,374.77856,41.752167,1482.9823,301.04773,48.530876,60.814552,54.2544,84.79802,467.44992
1516863840,60.47847,62.08424,106.39637,103.39377,90.56203,97.460144,5.875,2.933,4.167,2.663,12.017,12.317,374.3845,40.801804,1487.803,278.87585,48.522472,60.88736,54.26689,84.7892,467.4299
1516863900,58.851295,62.122963,106.437805,103.18988,91.56318,96.125305,6.138,2.9,3.962,2.325,11.775,12.362,374.26654,40.331306,1482.0155,287.83862,48.51407,60.8683,54.30021,84.8207,467.4199
1516863960,59.360878,61.001698,104.665344,102.70817,92.77292,97.790405,5.646,2.967,4.3,2.696,12.062,12.662,374.5829,41.752167,1490.5745,260.79193,48.505665,60.849243,54.16675,84.88715,467.4199
1516864020,60.373413,62.81346,105.66437,104.22725,92.79378,97.3941,5.887,3.092,4.075,2.717,12.646,13.079,374.9676,39.868797,1477.1212,314.1618,48.533302,60.83019,54.26483,84.79803,467.36987
1516864080,58.64733,62.45853,102.98037,101.64616,94.37414,96.93788,5.621,3.183,3.933,2.608,12.317,12.392,374.4932,40.787327,1488.3506,236.29619,48.59784,60.81113,54.295197,84.81427,467.35986
1516864140,59.373,61.125923,104.81497,106.49691,95.750725,97.314224,6.05,2.787,3.862,2.65,12.537,13.75,374.16705,42.008636,1480.2465,306.56165,48.571453,60.825027,54.1587,84.799416,467.31982
1516864200,60.312004,61.998734,106.95803,103.5394,93.12589,97.58303,6.187,3.304,4.104,2.725,12.346,12.85,374.81934,39.20768,1481.5775,306.77292,48.63328,60.866714,54.149998,84.74974,467.2998
1516864260,59.814217,63.18775,106.064896,105.4349,94.31156,95.0608,5.362,2.937,4.188,2.45,12.2,13.063,374.16705,40.98276,1484.8966,329.80566,48.699963,60.87624,54.200256,84.76182,467.31982
1516864320,60.438065,61.918068,106.04418,101.915016,93.87355,97.999306,5.862,3.096,4.267,2.825,12.354,13.016,374.31757,41.495697,1486.91,252.62141,48.597504,60.90114,54.071182,84.808235,467.27017
1516864380,60.43968,63.18775,105.87845,103.25038,94.37413,96.000885,5.937,3.237,4.112,2.45,12.2,12.462,375.14548,40.695354,1488.2327,224.18564,48.699963,60.910343,54.170494,84.79663,467.27017
1516864440,59.22916,62.353664,102.315125,103.0196,95.229294,96.93942,5.783,3.233,4.188,2.679,12.004,12.695,374.2214,39.07297,1479.4125,272.59085,48.694187,60.919548,54.133244,84.78939,467.25015
1516864500,59.49906,61.33243,105.270744,102.688,94.73031,97.29272,5.946,3.221,3.996,2.758,12.05,12.834,374.56732,40.657036,1484.7871,322.91327,48.68841,60.928757,54.16675,84.8022,467.22977
1516864560,59.625126,61.8132,105.37433,100.56174,92.68948,93.75207,5.988,3.325,4,2.55,12.012,12.426,375.14548,40.71626,1498.8976,274.3813,48.68264,60.93796,53.999786,84.84398,467.2001
1516864620,59.709167,61.91484,105.01984,102.01808,94.20727,97.00086,5.758,3.329,4.047,2.854,12.087,12.471,374.37183,40.657036,1478.1321,297.81018,48.676865,60.94717,54.133434,84.80081,467.1901
1516864680,59.139053,61.517273,102.876205,101.9531,91.90613,94.04699,5.394,2.934,4.113,2.45,11.885,12.897,374.59937,39.07297,1482.7358,244.76779,48.67109,60.956375,53.947178,84.801155,467.1701
1516864740,59.958057,62.500477,105.18558,100.43851,96.501595,97.02083,6.025,3.25,4.038,2.875,12.196,12.633,374.82693,39.663624,1472.134,292.95645,48.665314,60.965584,53.940353,84.86256,467.1701
1516864800,60.459072,62.021317,103.41773,101.78955,96.87703,95.99934,5.8,3.004,4.167,2.396,12.046,13.004,375.05447,41.110996,1485.0145,291.15015,48.659542,60.97479,54.049904,84.79988,466.0401
1516864860,61.592422,62.046726,105.48654,102.46731,97.65558,98.498535,6.022,3.4,3.941,2.972,11.985,13.193,372.46106,39.800407,1261.5892,289.295,48.653767,60.983994,54.049904,84.81404,466.16983
1516864920,58.999664,62.122963,103.8758,99.56022,94.24898,97.81191,5.175,3.337,3.812,2.225,8.625,10.375,356.0982,35.02314,1400.9163,295.43878,48.64799,60.993202,54.028423,74.437935,467
1516865400,59.877247,62.122963,103.7515,100.998634,94.74957,95.811935,5.95,3.087,3.825,3.088,10.987,11.3,370.60983,38.572906,1478.25,224.81943,48.601795,61.24577,53.95695,84.5752,466.74985
1516865460,59.814217,62.936073,102.50158,99.123314,96.501595,98.56305,6.675,3.038,4.3,2.888,12.487,12.763,374.59512,39.374275,1480.5751,312.31323,48.699963,61.213974,53.649952,85.080734,466.78986
1516865520,59.451546,61.663162,102.83719,100.69886,97.06186,96.93727,5.935,3.179,4.21,2.768,12.365,12.435,375.73254,39.20768,1474.5652,301.2157,48.72433,61.234158,53.440052,85.07322,466.74985
1516865580,60.74999,62.500477,101.37595,102.06065,96.62675,99.37409,6.95,2.975,4.675,2.75,11.662,12.951,374.96344,39.595234,1483.7797,261.3095,48.658897,61.24043,53.300117,85.06821,466.5901
1516865640,59.185524,61.624443,103.7492,101.28991,96.501595,98.707436,6.071,3,4.146,2.813,12.054,12.733,374.3473,40.18325,1481.906,294.18173,48.683414,61.11039,53.433388,85.09327,466.64014
1516865700,60.68696,61.687363,106.00275,100.90453,96.501595,99.56304,6.325,3.1,3.912,2.85,12.4,12.85,374.3573,40.75726,1484.2395,307.94016,48.677856,61.10015,53.370083,85.076035,466.54007
1516865760,59.780277,61.873703,103.87581,101.03224,96.186325,96.44879,5.769,3.044,3.981,2.919,11.944,12.456,374.97424,40.30625,1479.0713,298.21948,48.74191,61.193718,53.300117,85.112076,466.47
1516865820,59.31482,60.811325,102.315125,100.373535,94.87471,97.37413,5.988,3.125,3.812,2.663,11.962,12.225,374.6954,39.90788,1483.2286,223.63107,48.632797,61.17984,53.40007,85.105804,466.50003
1516865880,60.282104,62.031002,102.09415,101.3112,96.59546,97.12529,5.844,3.131,4.2,2.775,12.343,12.812,374.3336,40.262733,1475.4067,305.3733,48.796104,61.165962,53.333435,85.0879,466.55008
1516865940,58.374195,61.60347,104.39603,101.168915,95.91759,99.438614,6.084,2.987,3.738,3.162,11.688,12.621,374.23227,41.40244,1485.6886,275.54324,48.789623,61.15208,53.261673,85.094894,466.38995
1516866000,59.68977,61.750282,101.626854,99.79099,96.70857,97.14679,5.733,2.938,4.104,2.804,12.267,12.646,374.97464,41.837658,1484.1216,254.08438,48.783142,61.138203,53.12877,85.0812,466.41998
1516866060,60.061493,62.626316,100.43678,99.81564,99.68798,99.751976,6.05,3.563,4,2.612,12.15,12.863,374.06866,40.46543,1474.5854,293.31558,48.77666,61.124325,53.243,85.080734,466.39996
1516866120,58.924023,61.68833,101.51406,100.70289,98.023544,97.76214,5.563,2.938,3.835,2.97,12.285,12.845,373.90002,39.56592,1487.6412,228.54924,48.77018,61.110443,53.237648,85.07238,466.41998
1516866180,58.43723,61.687363,103.123085,99.06282,99.56283,97.563065,5.9,3.125,3.862,2.9,11.662,12.863,373.73135,40.843163,1451.5875,280.30716,48.7637,61.096565,53.118385,85.0877,466.16983
1516866240,58.939056,62.592438,100.93744,101.12636,97.50035,96.9686,5.581,3.1,4.369,2.794,12.181,12.856,373.56268,39.492645,1480.0823,311.03772,48.757217,61.082687,53.15019,85.268745,466.1298
1516866300,59.814217,62.689236,103.123085,98.249504,95.938446,96.93635,5.738,3.425,4.537,3.05,12.213,13.974,373.39404,38.269653,1478.5785,257.2533,48.750736,61.06881,53.140194,85.06821,466.15982
1516866360,59.64775,62.02132,102.37267,101.106186,96.72782,98.458595,6.2,3.05,4.335,2.775,12.009,12.58,373.22537,38.1661,1482.1334,256.10193,48.74425,61.054928,52.97993,85.07888,466.21985
1516866420,59.949978,61.351467,104.33572,100.161125,99.57535,97.47459,5.243,2.977,4.123,2.807,11.887,12.36,373.9578,39.595234,1484.2345,223.71983,48.73777,61.04105,53.122425,85.08674,466.06012
1516866480,59.188065,61.96808,102.53092,100.03073,99.14047,99.46971,5.034,3.203,4.191,2.882,12.037,12.443,372.91156,39.56592,1471.9824,295.89032,48.73129,61.027172,53.060944,85.07835,466.23987
1516866540,58.311165,62.031002,103.25084,100.437386,99.062256,98.58794,6.013,2.956,4.325,2.725,12.212,12.275,371.86533,41.187935,1479.2483,308.58975,48.724808,61.01329,53.07106,85.07879,465.99008
1516866600,59.688156,62.17015,102.2478,101.46747,96.93599,95.29582,5.591,3.531,4.606,2.784,12.087,13.516,374.71063,39.749115,1479.4883,302.8778,48.718327,61.150173,53.014538,85.335,465.99008
1516866660,59.43603,60.564487,104.062256,100.44075,102.62407,100.957794,6.287,3.1,4.988,3.088,12.3,13.5,381.01022,41.393112,1493.919,249.31516,48.711845,61.083313,53.00026,84.931725,465.97006
1516866720,59.421486,61.718822,103.67209,100.92303,98.92147,98.67135,6.047,3.4,4.375,3.263,13.007,13.484,368.4136,37.490444,1461.9935,286.88663,48.705364,61.19033,53.050095,88.16411,465.95004
1516867200,58.936626,61.75028,101.0652,101.68424,98.24881,95.623,5.325,3.087,4.012,3.363,11.713,12.238,372.4117,41.532337,1489.572,249.37854,48.800102,61.28813,53.25014,86.42467,465.4801
1516867260,59.625126,62.563396,104.12441,98.87461,97.81081,96.81193,5.163,3.138,4.062,3.237,12.3,12.938,375.68906,40.98276,1486.2361,310.19006,48.772793,61.254738,53.037083,86.937164,465.3
1516867320,59.06027,61.96808,102.4049,100.155075,99.96956,100.00082,5.281,3.4,4.606,3.119,12.4,13.868,375.04562,40.284775,1484.0753,272.2185,48.760426,61.221344,53.068085,86.946915,465.34003
1516867380,59.49906,62.936073,102.75018,101.68424,97.81081,101.24964,5.313,3.563,4.788,2.938,12.625,13.7,374.72617,42.334366,1487.247,312.24988,48.75629,61.29982,53.025246,87.0249,465.1399
1516867440,58.668343,61.85354,102.1655,99.12555,99.18579,99.85335,5.742,2.95,4.504,2.833,12.491,13.758,374.37558,43.143517,1494.1295,296.50034,48.79998,61.285587,52.94986,86.96038,465.20993
1516867500,60.251797,62.469017,100.079414,98.29823,100.96951,99.71972,6.219,2.937,4.516,2.919,12.581,13.275,374.51422,42.846222,1491.7455,278.5603,48.77998,61.283306,52.995804,86.95388,465.18994
1516867560,59.083702,61.313072,101.22864,99.979195,99.95912,100.14521,5.725,3.304,4.483,2.95,12.779,13.75,375.11172,45.159,1501.6775,270.48352,48.81033,61.238266,52.933155,86.92278,465.01016
1516867620,59.56371,61.87612,102.2944,100.37577,98.99968,98.645996,6.321,3.604,4.708,3.021,12.742,13.508,374.82422,42.252934,1492.7985,273.8954,48.72854,61.19323,52.91996,86.940994,465.01016
1516867680,58.686928,62.718277,101.59348,99.657684,100.72043,98.18748,5.863,3.062,4.6,3.3,12.087,13.593,374.34064,44.40895,1492.2383,323.00043,48.85384,61.148193,53.03339,86.93271,464.9301
1516867740,58.84572,62.12417,103.79811,100.64072,99.562836,97.6391,5.784,3.131,4.319,2.916,12.625,13.413,374.41165,46.89336,1479.1598,290.8557,48.77998,61.103153,53.050095,86.935776,464.9698
1516867800,59.46997,61.78174,100.312485,100.12483,99.813126,99.78192,5.794,2.994,4.131,3.137,12.519,13.074,374.82303,45.78592,1479.9053,288.0631,48.9,61.211266,53.050236,86.90583,464.83008
1516867860,60.313618,62.04068,100.25263,99.228615,100.91697,96.8749,5.867,3.121,4.3,3.292,12.546,13.354,373.3661,48.66783,1497.0105,305.30994,48.9,61.274914,52.933247,86.89818,464.68997
1516867920,59.46997,61.139236,102.986694,99.6392,102.609634,101.04688,5.622,2.841,4.672,2.991,12.194,13.116,373.72128,48.911915,1454.6646,270.19437,48.9,61.21425,52.885956,86.940994,464.5899
1516867980,59.43603,62.626316,101.748856,100.25255,101.56034,99.43861,6.088,3.15,4.437,3.288,12.65,13.737,374.5414,48.01695,1505.5695,234.18356,48.9,61.199986,53.04007,87.05972,464.71
1516868040,59.589245,61.849987,103.56367,98.800674,100.78925,102.6487,5.503,3.308,4.525,2.848,12.6,13.582,375.05188,48.66783,1490.9772,259.4779,48.9,61.252937,53.057377,87.05276,464.65997
1516868100,59.49906,61.251766,100.62324,100.25255,101.37262,99.56304,5.8,2.888,4.4,3.225,12.675,13.85,374.00726,47.737167,1500.5656,332.24573,48.9,61.252,52.899742,87.012375,464.5799
1516868160,58.894608,62.042294,101.3115,98.28983,101.083824,97.624504,6.05,3.221,4.313,2.8,12.404,13.362,373.79886,47.5895,1513.0249,297.6834,48.9,61.272648,52.9248,87.06065,464.48984
1516868220,60.292606,62.374638,101.854744,99.87614,100.64742,99.62295,5.112,3.375,4.537,3.387,12.525,13.925,373.59045,48.31212,1505.9064,299.93335,48.9,61.29982,52.97513,87.05229,464.46985
1516868280,59.65664,62.594856,102.218445,99.52997,99.93826,99.15752,6.281,3.231,4.425,3.106,12.166,13.637,373.38202,47.504013,1502.0692,279.62585,48.9,61.199986,52.97792,87.05972,464.43018
1516868340,59.251785,60.874245,102.19082,98.249504,101.43519,100.18976,5.8,2.988,4.888,3.275,12.312,14.75,373.19446,49.234657,1511.2305,236.62366,48.9,61.10015,52.899742,87.04997,464.19003
1516868400,59.485485,61.3747,100.07493,98.660866,99.37319,99.5999,6.045,3.36,4.195,2.855,12.545,13.19,373.30017,50.68111,1471.3759,259.21802,48.9,61.13087,52.922653,87.06586,464.3101
1516868460,59.61058,62.264526,102.39108,100.21893,99.28005,99.00083,5.7,3.256,4.644,3.05,13.103,13.838,374.05127,50.15875,1497.8171,279.53076,48.9,61.147713,53.087685,87.242165,464.23004
1516868520,59.43603,62.311718,100.18818,98.121796,101.74806,100.374084,5.613,3.175,4.725,2.95,12.938,13.737,373.77338,50.01915,1516.563,260.12115,48.9,61.167747,52.919846,87.22545,464.11
1516868580,58.812992,61.406643,101.531334,99.499725,100.53271,99.59299,5.869,3.031,4.369,3.056,12.6,13.594,373.4955,49.432934,1514.9077,242.9694,48.9,61.150173,52.960167,87.24912,464.11996
1516868640,59.125725,63.937946,101.68671,98.37721,100.75171,100.4386,5.937,2.9,4.838,3.025,12.875,13.051,373.21762,49.271477,1510.2449,236.37012,48.9,61.1335,52.899742,87.23798,464.09998
1516868700,59.125725,61.658325,101.22058,98.40746,101.12474,102.374054,5.381,3.25,4.781,3,12.419,13.325,373.68076,48.2959,1492.908,300.43774,48.9,61.15573,53.01305,87.41555,464.01993
1516868760,58.624386,62.076496,99.78903,100.74725,103.2007,97.911446,5.78,3.282,4.437,3.171,12.917,13.402,374.19214,48.50511,1497.7805,310.2154,48.9,61.112156,53.03853,87.471756,463.9899
1516868820,59.57785,62.56461,101.10835,99.84252,99.296906,100.922455,5.925,3.162,4.984,3.022,12.534,13.382,374.09164,46.69792,1497.0653,315.86243,48.9,61.175186,52.977062,87.42322,463.84982
1516868880,59.10471,62.498863,99.85441,98.68641,102.81179,99.50006,5.692,3.121,4.592,3.008,12.863,13.433,373.86548,47.84597,1499.462,287.21014,48.9,61.108154,53.029675,87.451996,463.83014
1516868940,60.124523,60.874245,98.309845,99.311516,100.25114,99.314186,5.713,3.425,4.825,3.05,12.187,13.5,373.63928,47.78898,1339.5801,280.06952,48.9,61.12794,52.97589,87.43881,463.66003
1516869000,59.56209,62.2488,100.68539,98.31336,105.00182,101.563,6.1,2.888,4.925,2.85,12.687,13.212,373.41312,46.01389,1501.905,328.31628,48.9,61.17807,52.91761,87.44968,463.55
1516869060,59.31482,62.064877,98.565346,98.625916,101.998344,99.00083,5.9,3.175,4.537,3.225,12.8,14.25,373.47235,46.01389,1496.901,292.80853,48.892063,61.16018,52.839058,87.46221,463.7201
1516869120,59.31482,61.251766,100.06387,97.3757,102.186066,97.563065,5.662,3.263,4.825,3.675,12.925,14.325,373.28027,44.98802,1206.9249,285.86862,48.884125,61.197212,52.95487,87.42461,463.65005
1516869180,59.91604,63.165165,101.93531,98.10611,102.43796,100.93782,6.046,3.145,5.146,3.196,12.665,13.704,374.826,45.042015,1489.3445,314.62128,48.876186,61.233265,52.9752,87.676674,463.39987
1516869240,58.456623,62.542423,100.25033,98.35257,100.334564,99.91786,5.475,3.279,4.063,3.208,12.8,14.108,374.71497,44.19571,1474.8972,271.85144,48.868244,61.27486,52.996395,87.6718,463.29016
1516869300,59.56209,62.626316,101.12735,98.7469,101.127144,102.31414,5.55,3.237,4.912,3.187,12.863,14.426,374.11615,45.42768,1489.2435,312.63013,48.860306,61.29982,52.95,87.68782,463.33984
1516869360,59.85301,62.58437,102.50158,98.04114,102.457214,100.83184,5.579,3.008,5.012,3.383,13.046,13.854,373.7769,45.48044,1497.2296,290.6854,48.852367,61.261868,53.06012,87.665535,462.90994
1516869420,60.061493,61.8132,101.00305,98.121796,100.25114,101.37407,5.413,2.988,4.537,2.987,13.038,14.175,373.43762,42.98582,1491.24,324.5611,48.84443,61.22963,53.00026,87.650215,463.10007
1516869480,59.439262,61.24854,102.06192,97.25023,99.75055,100.87637,5.873,3.179,4.779,3.242,12.55,14.125,374.28836,45.671932,1499.3524,272.33734,48.83649,61.233402,52.885464,87.66275,463.02002
1516869540,60.36404,62.60212,103.899284,97.86234,101.9608,102.587875,5.755,2.878,4.62,3.425,12.848,14.332,374.77353,42.04622,1487.7119,296.05038,48.828552,61.237015,52.961426,87.66219,462.91995
1516869600,58.56329,62.873154,99.81528,98.625916,100.18855,102.18972,5.563,3.313,4.487,3.125,12.487,15.012,374.9498,42.363976,1487.5756,326.55753,48.82061,61.25816,52.95702,87.90647,462.97998
1516869660,59.483307,62.11086,101.40876,97.437874,99.9539,98.7347,6.213,3.194,4.622,2.95,13.063,14.447,374.30682,43.471355,1491.7329,295.24466,48.81267,61.259346,53.075665,87.89846,462.93994
1516869720,59.77058,62.435944,99.79225,97.41603,101.78977,100.33261,6.054,2.954,4.717,3.342,12.758,14.2,373.98657,42.26922,1486.91,259.9363,48.804733,61.270145,52.906445,87.89765,463.03
1516869780,59.829975,62.343178,99.31461,96.87494,103.3593,99.14138,5.2,2.641,4.384,3.012,13.125,14.707,373.68576,45.95893,1497.5834,326.87442,48.865154,61.250008,53.033577,87.899506,462.78986
1516869840,58.689354,62.810238,101.12735,100.50124,103.750374,100.68744,5.838,2.763,4.35,3.088,13.187,14.563,373.38498,44.418,1489.9006,316.06842,48.800102,61.25997,53.100212,87.893936,462.70016
1516869900,59.998463,61.93904,101.43811,99.93663,104.12582,100.70587,6.462,2.8,4.875,3.138,13.088,15.2,373.80978,44.466858,1493.919,258.7427,48.9,61.29982,52.870476,87.893936,462.89993
1516869960,60.705658,63.06353,100.729126,98.872375,104.602325,102.06376,5.621,3.158,4.65,3.183,13.158,14.321,374.4287,44.470688,1493.4556,282.7261,48.866703,61.286537,53.014538,88.05223,462.45
1516870020,60.34513,62.563396,100.95298,98.92167,105.733444,102.735794,5.522,3.228,5.394,3.253,12.481,14.662,375.11136,44.499428,1500.6476,298.8691,48.875027,61.27591,52.987186,88.02693,462.91995
1516870080,60.124523,61.85515,101.686714,98.04338,103.35408,101.31109,5.425,2.979,4.762,2.829,12.734,14.308,366.93182,43.805836,1477.9131,282.18213,48.85749,61.271355,53.009346,85.54588,462.6698
1516870140,60.623924,61.980984,99.68867,97.29056,99.813126,100.249664,5.858,3.329,4.042,2.463,10.812,13.746,358.53845,42.79969,1457.2317,274.53973,48.89001,61.290333,53.02025,83.09386,462.48
1516870320,58.624706,62.47789,100.4598,97.06203,100.48056,99.72893,5.45,3.033,3.925,2.992,10.842,12.441,371.0755,41.32472,1481.3501,318.56656,48.8334,61.266613,53.166847,84.26045,462.31992
1516870380,60.250587,64.18962,99.43546,97.8126,100.81428,103.751915,5.163,3.225,3.675,3.412,12.262,13.525,369.77286,42.98582,1479.5641,314.37305,48.800102,61.37128,53.15313,86.21855,462.50003
1516870440,59.853004,61.082367,99.688675,98.85669,103.85466,101.688965,5.554,3.554,4.613,2.883,12.113,13.454,375.47162,42.66009,1489.1255,256.85718,48.88335,61.32088,53.166847,86.89817,461.89
1516870500,59.688156,60.62741,100.56109,100.06434,105.439835,100.18976,5.756,3.138,4.213,2.975,12.987,14.138,375.14548,42.008636,1485.2504,315.0068,48.825233,61.290226,53.08822,86.97477,461.77994
1516870560,59.719673,61.93662,101.1239,97.3152,101.59403,102.781876,5.712,2.844,4.563,3.162,12.856,13.743,374.54337,40.49417,1483.5698,290.4319,48.86293,61.24595,52.95702,86.953186,462.23987
1516870620,59.083706,61.416325,99.24901,97.74987,101.22983,103.12519,5.721,3.296,4.575,2.929,12.725,13.729,374.79605,41.61407,1486.4719,303.87335,48.866703,61.20167,53.223232,86.95238,461.95004
1516870680,59.983917,61.828934,99.794556,97.17237,101.24868,101.014626,5.538,3.162,4.463,3.128,12.753,14.026,374.77856,43.626457,1495.2393,254.26262,48.89001,61.274914,53.20984,86.96119,461.34003
1516870740,59.780277,63.623352,100.56109,98.783875,104.97055,104.030716,6.106,3.325,4.556,3.231,12.619,13.931,374.83853,41.187935,1482.4072,294.15533,48.85005,61.29152,53.21016,86.96571,461.87
1516870800,59.751186,62.43756,99.939575,98.31,102.62407,100.374084,5.463,3.087,4.6,2.938,12.588,13.7,374.45697,39.357662,1400.5878,259.24973,48.9,61.29982,53.100212,86.9692,461.38007
1516870860,59.602497,62.645676,98.938255,97.46084,101.91492,101.229675,5.537,2.908,4.437,3.038,13.033,13.542,374.2486,39.62943,1478.2416,287.91785,48.842915,61.29733,53.085934,86.93717,462.0401
1516870920,60.021088,62.250412,98.76792,97.60423,103.54181,102.20816,5.483,2.971,4.329,2.996,12.487,13.463,374.99496,38.111862,1477.239,288.5622,48.860043,61.237984,53.04191,86.94887,462.0301
1516870980,60.187557,62.31333,99.104,96.56462,101.91492,102.062225,5.725,3.125,4.483,2.988,12.991,14.1,374.02435,44.32062,1490.9115,301.9984,48.866703,61.283215,53.066895,86.96688,461.56015
1516871040,59.450577,62.387222,98.01151,96.9267,100.10096,102.0736,6.153,3.403,4.618,3.357,12.848,14.034,373.79904,42.334366,1493.5752,275.28128,48.814373,61.283665,53.057377,87.07365,461.98007
1516871100,59.46997,61.280804,99.46999,96.498535,101.6879,101.53075,5.319,3.262,4.75,3.012,12.775,13.812,373.57373,41.367466,1503.2444,262.84644,48.81547,61.233402,53.02025,86.953186,461.57983
1516871160,59.68654,61.2921,99.727806,96.708015,101.08383,101.647484,5.688,3.129,4.392,2.879,12.771,14.317,373.34842,43.278683,1493.6747,277.24918,48.84589,61.306488,53.053177,86.96038,461.4501
1516871220,59.998463,61.624443,101.00305,98.37721,104.31353,102.37405,5.937,2.937,4.537,3.225,12.875,14.426,374.08557,42.643806,1487.5756,239.00034,48.88638,61.399864,53.17446,86.96502,461.75992
1516871280,59.375423,62.500477,99.87398,97.28159,102.74922,101.53075,6.094,3.15,4.756,3.212,12.738,13.782,373.78006,42.49723,1486.4004,266.28473,48.863197,61.331413,53.04098,86.96294,461.50012
1516871340,59.579063,62.29599,98.62664,97.437874,101.70474,102.016914,5.875,3.081,4.503,2.816,12.913,14.171,373.47452,41.23923,1482.8306,296.23892,48.894234,61.389145,53.050236,86.95179,461.40005
1516871400,59.604115,62.83444,96.21052,97.31072,102.707504,102.62597,5.312,3.175,4.746,2.912,13.15,13.979,373.51865,42.516773,1487.1921,300.16574,48.88307,61.333168,53.190647,86.95736,461.24997
1516871460,58.50026,61.43568,98.938255,96.50189,99.62541,101.62291,5.112,3.225,4.437,3.288,12.875,13.688,374.16705,44.499428,1482.9001,302.12518,48.87191,61.379856,53.085068,86.9692,461.33002
1516871520,58.62632,61.93904,97.81263,98.18901,101.00201,101.43858,5.7,3.275,4.575,3.037,13.137,14.125,374.4981,43.68715,1512.8986,292.254,48.86075,61.399864,53.043095,87.08062,461.31
1516871580,59.437645,61.935814,101.75116,98.31448,103.31237,104.2496,6.075,3.262,4.954,2.717,13.046,13.666,374.93948,43.669167,1487.2386,291.68887,48.849586,61.346508,53.002434,87.1145,461.20993
