时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,导叶开度,水头
1518889020,61.811195,65.93869,90.43595,87.687386,107.81478,110.37636,6.488,6.1,3.187,2.45,10.85,9.851,-383.8692,-14.995312,1404.5695,249.87112,80.09321,458.09988
1518889080,63.375465,68.2496,88.37314,86.31383,109.68968,111.75038,6.788,5.812,3.387,2.55,10.8,9.275,-384.07516,-5.001232,1441.5884,302.25275,80.16493,458.13998
1518889140,63.375465,67.39704,90.24945,89.12309,109.87386,109.56248,6.613,5.963,3.275,2.513,10.9,8.649,-382.81995,-14.004409,1438.5713,226.06506,80.09994,458.21008
1518889200,61.437904,65.90736,88.124466,86.12427,108.59402,111.750374,5.794,5.631,3.237,2.344,10.469,9.376,-384.37823,-13.994057,1395.7456,304.34622,80.147,458.09988
1518889260,62.466927,67.501495,89.53171,89.31265,108.468864,111.781494,6.256,6.5,3.562,2.481,10.681,9.038,-383.44672,-12.015888,1401.7439,273.56482,80.08111,458.34988
1518889320,63.0318,67.5622,89.00046,88.0634,110.126526,111.812614,6.3,5.594,3.381,2.5,10.481,8.881,-384.74683,-13.65583,1339.415,266.37723,80.03471,458.18008
1518889380,62.498528,67.50149,88.565285,87.25233,109.751076,108.748604,6.375,5.763,2.9,2.45,9.931,8.974,-382.95923,0.000839233,1301.9172,266.50208,80.03808,458.44995
1518889440,62.186462,67.25082,87.937965,87.438774,112.31075,115.56124,6.949,6.45,3.187,2.65,10.95,9.224,-382.95923,2.998726,1347.2451,255.06516,80.05018,458.52005
1518889500,61.031036,68.56294,86.592896,85.75136,110.96716,110.84314,6.812,6.175,3.425,2.531,10.637,9.319,-385.40845,4.0058556,1272.0818,242.05923,80.035835,458.61
1518889560,62.437298,66.95837,86.717224,87.687386,110.71922,110.15613,6.35,5.45,3.35,2.55,10.356,9,-383.02887,-0.48845482,1286.748,212.34329,80.05455,459.0699
1518889620,62.62493,66.84543,87.84471,86.34491,109.81247,112.68873,6.35,6.012,3.356,2.575,10.637,8.55,-384.59204,5.337504,1315.4221,199.12509,80.00648,458.55002
1518889680,61.811195,65.93869,88.18663,86.93535,112.49966,114.37394,6.237,5.896,3.475,2.45,10.938,8.7,-383.23947,9.19257,1395.2548,150.06049,79.97263,459.28992
1518889740,61.49913,65.312004,87.310646,85.810394,109.00017,112.248276,5.687,6,3.375,2.3,10.412,8.925,-382.95923,25.00953,1321.169,200.29875,80.01589,459.09015
1518889800,62.186462,66.8748,88.00013,87.998146,108.18787,108.93532,6.375,5.663,3.187,2.3,10.262,8.399,-384.92096,16.022583,1347.2451,168.06485,79.9063,458.84015
1518889860,63.375465,67.43882,86.31032,86.12737,107.06387,109.62472,6.388,6.3,3.762,2.562,10.162,9.037,-383.71753,13.493849,1429.9032,284.62296,79.981606,459.21008
1518889920,62.688133,66.1267,87.87579,86.68674,110.501976,118.811966,6.375,6.125,3.663,2.5,10.75,9.263,-382.63422,0.32591724,1418.5773,207.2533,79.92916,459.38998
1518889980,63.18783,67.93822,88.31097,86.72092,110.56337,112.21955,6.837,5.675,3.269,2.244,10.419,8.788,-384.34967,-13.008749,1405.9104,290.125,79.88613,459.47995
1518890040,61.99883,66.9688,86.37248,87.00061,111.43706,109.18666,6.025,5.669,3.275,2.481,10.112,8.7,-382.13818,-17.743517,1397.4099,257.12534,79.92781,459.37012
1518890100,62.751335,67.43882,87.1863,85.437485,112.12657,113.87604,5.6,5.825,3.525,2.362,10.225,9.338,-383.44672,-21.981426,1447.5747,217.87445,79.8773,459.40985
1518890160,62.312866,66.81213,86.6268,85.375336,106.75218,112.626495,5.8,5.475,2.975,2.45,10.063,8.337,-383.20297,-11.503092,1407.5865,291.3153,79.81217,459.2798
1518890220,63.312263,67.25082,86.8133,86.003075,107.18667,109.74919,6.601,5.462,3.225,2.525,10.45,8.925,-384.21613,-14.995312,1414.2432,301.2539,79.81217,459.90985
1518890280,63.438667,68.43761,86.6268,84.6233,109.751076,109.064575,6.287,5.337,3.15,2.513,10.225,9.325,-383.49103,-31.018734,1330.2441,262.24863,79.86192,459.62985
1518890340,62.603867,67.68754,87.96905,84.65437,110.374466,112.60973,7.038,6.15,3.331,2.337,10.556,9.501,-384.26312,-9.668716,1309.4121,274.8758,79.862595,459.52005
1518890400,62.780968,66.93747,87.68929,84.75071,109.68732,112.78209,6.4,6.05,3.275,2.4,10.256,8.688,-383.60922,-17.665882,1306.7542,240.31125,79.83099,459.84988
1518890460,63.12463,66.68875,86.59572,85.030396,108.09578,113.09328,6.063,5.719,3.431,2.313,10.035,9.588,-383.7392,-9.745651,1309.0887,248.15642,79.771835,459.93008
1518890520,62.62493,67.37615,87.78255,86.25168,108.37441,109.93829,6.088,5.812,3.438,2.55,10.588,8.85,-382.22797,12.006657,1321.7556,251.53172,79.80344,459.81015
1518890580,61.562332,67.81092,86.46856,87.12491,112.93887,111.623505,6.893,5.381,3.325,2.356,10.181,9.412,-384.21613,8.255525,1305.4252,260.52972,79.72812,460.21982
1518890640,61.75194,66.62413,85.93731,83.93962,109.81247,108.375175,5.887,5.425,3.337,2.5,10.225,8.938,-382.95923,12.015884,1307.5922,240.99796,79.55668,459.93982
1518890700,61.811195,67.03147,85.93731,85.126724,109.50076,111.6259,6.412,5.863,3.575,2.35,9.688,8.35,-382.71548,14.018402,1292.2434,213.0633,79.73148,460.21982
1518890760,62.873795,67.43882,87.751465,83.24974,113.56227,110.21837,6.894,6.35,3.294,2.6,10.294,9.1,-384.29303,9.996179,1346.0837,219.15631,79.74964,460.38998
1518890820,63.063408,66.43612,84.93698,84.7476,108.499565,110.99873,5.6,5.95,3.237,2.35,10.375,8.737,-383.15424,16.330877,1413.2495,194.93823,79.74359,460.30005
1518890880,62.376076,66.37345,85.75081,85.25103,112.62718,108.063995,6.088,5.812,3.337,2.55,10.8,9.263,-382.14673,-5.001232,1427.2454,236.37823,79.75031,460.31015
1518890940,61.937603,67.74825,85.99948,85.49963,108.43817,113.311104,6.25,6.1,3.325,2.45,10.6,8.838,-383.9342,7.0003853,1359.2416,245.80911,79.68711,460.7798
1518891000,62.186462,65.500015,85.62647,83.31189,110.374466,110.687546,5.838,5.563,3.138,2.112,9.575,8.776,-382.47174,-0.48845673,1393.914,274.75098,79.70056,460.90012
1518891060,62.312866,67.00014,86.31032,85.810394,113.18918,109.126816,6.275,5.863,3.325,2.213,10.55,8.55,-383.36548,3.4972534,1334.5782,233.3151,79.66291,460.5699
1518891120,61.562332,67.62683,85.62647,84.83585,113.81257,111.24769,5.838,5.763,3.138,2.3,9.925,9.601,-382.95923,-10.990295,1433.5668,295.56042,79.61853,460.77005
1518891180,62.376072,67.4682,83.59192,84.781784,110.126526,109.03107,6.469,6.294,3.275,2.475,10.312,8.45,-383.8592,-22.327768,1365.7546,274.06424,79.616745,460.33002
1518891240,63.34387,67.26335,84.78157,84.96824,107.31181,109.157936,6.569,6.269,3.331,2.447,10.169,9.075,-382.71548,-22.990236,1367.0835,288.40613,79.65714,461.28018
1518891300,63.40707,68.03026,85.530396,83.4362,112.93651,112.999916,6.112,6.012,3.55,2.463,10.394,8.463,-383.8367,-17.754843,1350.753,264.37534,79.6266,461.34015
1518891360,62.405697,68.2496,86.219894,83.60194,114.38991,114.03163,6.981,6.144,3.212,2.287,10.531,8.987,-384.42758,-15.508945,1347.2451,305.02875,79.53113,460.6801
1518891420,62.186462,68.37494,83.75016,84.063934,110.75227,111.31471,6.138,6.212,3.337,2.369,9.838,8.326,-382.95923,-14.995312,1314.5841,279.06268,79.62526,461.4301
1518891480,62.59333,67.09415,84.657234,83.49835,109.75107,111.65702,6.469,5.837,3.281,2.319,10.119,8.875,-383.51636,-5.752384,1314.5841,270.50165,79.74023,461.05978
1518891540,62.4689,67.53087,84.59507,84.03285,111.31191,115.31229,6.394,6.156,3.341,2.375,9.988,8.406,-382.86172,1.001255,1316.416,275.43768,79.45314,460.94995
1518891600,61.9376,68.21826,85.40607,83.31189,109.06393,111.561264,6.287,6.244,3.462,2.312,10.463,8.612,-383.60922,-3.9974632,1311.0881,273.65637,79.53718,461.24982
1518891660,62.281265,67.90492,84.501816,82.74942,110.655464,108.65524,6.744,5.744,3.475,2.481,9.775,8.862,-381.39923,4.0052977,1310.4177,258.21988,79.57214,461.77005
1518891720,61.41486,67.81092,85.30999,82.62201,112.93887,110.31412,6.237,5.863,3.375,2.612,10.075,8.513,-383.57968,-1.3285723,1324.5931,271.1884,79.495895,461.09015
1518891780,62.62493,67.00014,85.061325,83.063286,111.12537,110.93649,6.613,5.975,3.237,2.412,10.463,8.95,-382.2628,17.976418,1323.5874,172.93428,79.50558,461.71008
1518891840,61.625538,65.37467,85.18565,82.18694,111.93766,111.31471,6.525,6.25,3.462,2.312,10.35,9.138,-383.4119,14.018402,1338.577,177.8786,79.4881,461.44995
1518891900,62.376076,67.12548,85.43998,83.125435,110.00137,108.68637,6.025,6,3.663,2.569,10.288,8.5,-383.44672,9.505617,1356.5837,178.62775,79.47801,462.05978
1518891960,61.18707,67.564156,84.43965,82.93898,112.12657,113.311104,7,6.525,3.525,2.55,10.4,8.537,-383.9342,4.0008163,1409.5739,276.37408,79.50746,461.68985
1518892020,62.312866,67.43882,84.501816,83.125435,113.75117,116.49959,6.188,5.912,3.775,2.513,10.175,8.938,-381.7892,1.0012512,1378.9243,259.6266,79.40607,462.19995
1518892080,62.5005,66.360725,86.84439,82.43866,111.781815,113.87604,6.181,6.006,3.519,2.525,10.456,8.668,-383.6683,-9.245022,1425.2458,283.9654,79.46524,461.91998
1518892140,62.498528,67.062805,85.24782,84.6233,112.43826,114.62289,5.937,5.137,3.425,2.387,9.725,9.312,-381.14853,-7.991288,1418.2421,348.87436,79.412796,461.63998
1518892200,61.49913,68.37494,85.93731,83.62266,108.627075,111.50143,6.275,6.1,3.288,2.263,10.887,9.075,-382.95923,-16.999496,1415.2489,355.18378,79.474655,461.63998
1518892260,62.376076,68.2496,85.93731,81.37275,110.374466,114.560646,6.162,5.537,3.213,2.362,10.463,8.838,-383.44672,-23.983938,1389.5798,346.87665,79.375145,462.31018
1518892320,63.47817,67.50149,83.99883,83.498344,112.74997,114.187225,6.913,6.138,3.337,2.275,9.988,8.612,-381.7892,-4.672239,1351.2439,248.99713,79.418175,462.41998
1518892380,61.25027,66.43612,83.812325,82.435555,111.99906,111.99933,6.138,6.012,3.575,2.412,10.225,9.187,-382.2921,-12.015888,1313.5785,271.1884,79.356316,462.4301
1518892440,61.469505,67.2185,84.43682,82.87683,110.02971,112.123795,5.925,5.713,3.363,2.469,10,8.85,-382.06546,-6.0033283,1178.9238,221.9989,79.37514,462.49982
1518892500,61.562332,66.59279,82.438995,81.686615,113.18917,115.28117,5.944,5.762,3.287,2.563,10.25,9.674,-381.39923,7.6656523,1299.4269,229.25308,79.34691,462.27005
1518892560,61.68874,65.813354,84.061,82.62201,112.74997,114.49841,6.55,5.912,3.275,2.4,10.613,9.463,-383.39255,27.01204,1303.2582,248.49768,79.356316,462.58002
1518892620,61.68874,66.248116,84.12316,82.81468,112.87276,115.81019,6.237,5.575,3.575,2.412,9.787,8.363,-381.55768,33.02124,1343.5815,244.31082,79.344215,462.53992
1518892680,61.8744,67.25082,84.93698,81.497055,109.751076,113.24887,6.05,5.925,3.588,2.463,10.187,9.138,-382.95923,-0.19487572,1310.9205,231.68364,79.30925,462.44998
1518892740,61.8744,67.37615,83.75016,83.62266,112.37687,111.99933,6.913,5.525,3.288,2.4,10.075,8.875,-381.49673,10.409851,1334.2429,250.8783,79.337494,462.37015
1518892800,61.71837,66.59279,85.157394,83.62576,110.21861,112.344025,6.175,6.019,3.462,2.612,10.031,9.475,-382.07285,5.666498,1404.2461,244.78111,79.25789,462.7798
1518892860,61.43593,66.00136,84.603546,82.06264,113.37336,116.68631,6.188,5.188,3.775,2.6,10.712,9.513,-381.20425,-1.9983101,1406.916,287.12842,79.27743,462.75995
1518892920,61.37668,67.18815,85.061325,81.56542,111.62597,112.75097,6.725,6.825,3.337,2.85,10.225,8.987,-382.39047,16.022583,1415.2489,295.56042,79.21916,462.87988
1518892980,61.123867,67.313484,85.93731,82.373405,112.24936,113.21775,6.675,5.481,3.487,2.587,10.025,9.362,-381.38425,0.000839233,1441.5884,211.19043,79.25681,462.84988
1518893040,62.688133,66.49879,83.43932,83.00113,111.06397,116.25064,5.987,5.425,3.288,2.494,10.85,9.125,-383.9342,0.59605217,1382.5879,252.80942,79.20033,462.68985
1518893100,61.8744,68.93896,81.87384,82.124794,112.688576,110.43859,6.426,6.112,3.425,2.55,10.463,9.125,-381.49673,-3.5165596,1393.2435,270.24777,79.22454,463.39
1518893160,62.12326,67.43882,82.438995,81.62758,109.122955,114.560646,6.188,5.575,3.138,2.475,10.125,8.987,-382.1592,-12.341526,1337.2601,281.0021,79.20571,463.55005
1518893220,62.062035,67.28215,83.84341,82.907906,115.18686,111.843735,6.594,5.956,3.5,2.5,10.456,8.988,-380.70456,-19.746023,1300.4207,273.65637,79.17546,463.19998
1518893280,61.81317,67.342865,83.37715,82.00049,111.812515,115.96818,6.156,5.55,3.425,2.512,9.806,8.806,-380.61926,-14.505175,1321.588,246.00055,79.19137,463.09015
1518893340,62.186462,66.84347,82.625496,81.469086,112.40521,115.46788,6.431,5.787,3.263,2.512,10.343,8.741,-381.24326,-5.2504997,1321.2528,270.24777,79.14386,463.49008
1518893400,63.312263,66.00136,83.185,83.37405,113.50087,119.501366,6.913,5.863,3.487,2.213,9.887,8.5,-382.8445,16.999504,1317.242,288.9347,79.15596,463.21982
1518893460,61.718365,67.09415,82.967415,80.685974,107.717964,112.87544,6.257,6.112,3.462,2.594,10.344,8.644,-382.79672,20.002419,1320.4147,238.68811,79.01274,463.49008
1518893520,61.21867,66.9688,84.78157,82.71834,115.59301,116.62407,6.381,6.15,3.381,2.356,10.175,8.387,-381.20425,10.006247,1317.0864,247.81097,79.16873,463.59988
1518893580,61.78157,66.46941,82.438995,82.00049,111.34261,116.40624,6.531,5.975,3.256,2.666,9.856,8.757,-382.03064,20.515217,1328.4243,207.96913,79.08737,463.27005
1518893640,61.811195,66.49879,84.185326,82.752525,110.25168,115.93945,5.85,6,3.387,2.213,9.975,8.113,-379.70926,14.995316,1327.7539,231.9042,79.08469,463.5298
1518893700,61.68874,68.56294,83.93666,81.1863,108.56096,113.56485,6.65,6.1,3.32,2.637,10.063,8.063,-381.00925,29.991463,1385.9163,204.8727,79.03762,463.55005
1518893760,61.844772,67.81288,83.187836,81.658646,115.12311,115.15669,6.125,5.556,3.275,2.269,10.131,8.338,-381.2878,22.005768,1385.581,210.52872,79.095894,464.02982
1518893820,62.376076,66.93747,81.31434,83.68481,109.81247,114.938866,6.525,5.95,3.425,2.45,10.363,9.112,-381.98422,8.99786,1412.2557,242.68768,79.03762,463.87015
1518893880,61.25027,66.749466,83.12283,81.434906,111.87627,119.99927,7.012,6.775,3.438,2.6,10.662,9.275,-380.52176,-4.0050144,1435.9135,264.18808,79.07527,463.91998
1518893940,61.18707,67.87359,82.68767,81.58199,112.74997,112.06156,5.987,5.8,3.237,2.3,10.213,8.688,-382.17923,-17.976414,1418.2421,223.18504,79.03762,464.05005
1518894000,61.469505,66.78079,84.68832,81.34479,114.24941,116.43736,6.594,6.519,3.5,2.569,10.25,8.719,-382.8983,-11.009598,1427.9038,279.09598,79.0504,464.21985
1518894060,60.999435,65.970024,83.24999,81.90726,109.09462,114.938866,6.413,6.044,3.294,2.531,10.256,8.769,-380.22928,22.596788,1415.9075,282.56284,78.98787,464.2101
1518894120,60.748596,66.31078,84.37749,82.81468,115.18686,109.31353,7.388,6.538,3.237,2.688,10.363,9.45,-381.67953,21.98143,1421.2351,295.1276,78.98115,464.15012
1518894180,63.000206,66.1267,83.25282,81.75188,117.56236,115.62348,6.525,5.537,3.225,2.362,9.637,8.938,-381.13925,21.98143,1394.2491,273.37753,78.971725,464.1801
1518894240,61.123867,66.749466,81.936005,81.81403,109.81247,110.62531,6.8,5.912,3.375,2.65,10.162,8.138,-381.31393,21.98143,1413.908,286.24612,79.0941,464.40985
1518894300,61.811195,67.313484,82.87416,81.75188,114.81377,113.24887,5.913,5.988,3.231,2.487,10.119,8.6,-381.57474,22.005772,1424.2522,280.31125,78.98787,464.34988
1518894360,61.250267,66.65546,83.312164,80.685974,110.49961,115.53252,6.356,5.819,3.338,2.644,10.075,8.593,-380.5914,22.391668,1413.4052,266.3439,79.00333,464.71985
1518894420,61.21867,66.00136,83.31499,82.09372,109.999016,116.09505,6.069,6.075,3.406,2.669,9.669,8.856,-380.5914,22.095385,1422.4204,277.62268,78.88769,464.4601
1518894480,60.531334,66.9688,83.87732,82.65619,112.09352,111.71925,6.143,5.938,3.088,2.406,10.1,8.719,-380.3888,22.296999,1426.072,248.99712,78.92198,464.65015
1518894540,61.469505,66.37345,83.78124,83.75006,113.37572,117.3757,6.45,6.006,3.263,2.619,9.881,8.813,-382.3831,22.665161,1420.5767,266.15662,78.88432,464.4601
1518894600,61.43593,66.561455,83.06067,80.18565,108.499565,113.1244,6.525,6.012,3.612,2.137,10.15,9.425,-381.63324,21.98143,1422.2408,271.6878,78.93139,464.77982
1518894660,62.249664,66.561455,82.122505,82.4977,111.87627,115.62348,6.275,5.737,3.337,2.312,9.55,7.975,-379.44928,23.007027,1412.567,289.8753,78.905846,465.0999
1518894720,61.43593,66.561455,82.87416,82.06264,113.68977,112.50202,6.299,6,3.325,2.587,9.925,7.938,-381.00925,22.727318,1423.5818,220.37158,78.849365,464.72995
1518894780,60.938206,67.47015,82.71875,82.43866,113.18918,113.40686,6.937,6.05,3.244,2.5,10.25,8.881,-380.3505,22.274458,1421.2352,239.20555,78.862366,464.87015
1518894840,62.656532,66.8748,84.46791,81.686615,110.24931,116.6552,6.519,5.969,3.492,2.381,10.15,8.575,-381.20425,22.054688,1418.242,290.0917,78.85272,465.31018
1518894900,62.53013,66.51968,83.59474,81.56232,112.875114,113.8114,6.587,5.544,3.206,2.425,9.9,8.572,-380.3999,22.34039,1415.9194,268.5622,78.867294,464.99982
1518894960,62.12326,67.37615,83.25282,81.87618,112.43826,112.186035,6.762,6.387,3.387,2.45,10.162,8.263,-381.58536,22.72984,1423.5818,235.06308,78.837265,465.02008
1518895020,60.748596,67.00014,82.252495,81.75188,109.93526,114.37394,5.6,6.063,3.387,2.238,9.787,8.513,-381.62503,22.63229,1398.9185,266.06088,78.794235,464.93985
1518895080,62.12326,66.31078,84.37749,82.31124,108.68847,115.18781,5.937,5.863,3.863,2.85,10.8,9.099,-381.14853,21.492973,1420.2534,209.55898,78.81306,465.22995
1518895140,61.37668,66.81213,81.87384,80.93769,110.56337,114.249466,6.013,5.775,3.425,2.9,10.55,9.425,-379.27594,21.75599,1416.5898,294.187,78.80298,465.25995
1518895200,61.8744,67.18815,82.37683,81.06199,112.060455,115.25005,6.412,5.575,3.275,2.6,10.5,8.412,-381.00925,21.562754,1418.2421,210.49957,78.731026,465.56992
1518895260,61.49913,66.561455,81.811676,82.00049,111.24815,114.43617,6.124,6.25,3.138,2.6,9.625,8.662,-379.64426,21.47613,1409.909,295.68527,78.78751,465.5999
1518895320,61.18707,68.186935,83.312164,80.99984,114.34151,116.28177,6.225,6.319,3.356,2.392,10.069,8.862,-381.56934,21.818611,1172.2671,249.62556,78.72162,465.65015
1518895380,62.15486,66.655464,81.02893,81.25156,112.21866,113.562454,6.213,6.294,3.244,2.475,10.875,8.668,-380.7655,21.81396,1419.7985,233.87695,78.77809,465.7101
1518895440,61.453705,67.021034,83.00133,80.958405,114.96962,115.31069,6.134,5.925,3.35,2.412,10.488,8.704,-379.61642,21.113062,1413.4052,276.52808,78.71556,465.65015
1518895500,61.937603,66.18937,82.56333,79.81274,112.31075,113.311104,5.75,5.05,3.438,2.538,9.537,8.15,-380.30508,21.248745,1425.5692,233.68967,78.66245,465.81992
1518895560,60.938206,67.43882,83.625824,82.87683,109.81247,116.90653,5.8,6.175,3.144,2.312,9.237,8.5,-380.6301,21.8642,1419.2477,234.99649,78.712204,465.83978
1518895620,63.65593,67.4682,81.71842,81.87308,114.46901,110.687546,6.956,5.863,3.594,2.506,10.075,8.081,-380.70456,21.330154,1426.575,245.72171,78.68463,465.81018
1518895680,62.0008,65.62535,83.094574,82.18694,111.812515,114.24946,6.012,5.294,3.687,2.556,10.269,8.144,-380.9009,21.91165,1422.2407,235.22125,78.6685,464.78992
1518895740,60.999435,66.96881,83.75015,79.657364,110.62476,116.81078,6.681,5.787,3.456,2.356,10.05,8.213,-381.20425,21.841871,1415.4045,280.9688,78.62749,466.14
1518895800,61.250267,66.75142,81.438675,80.875534,113.50087,116.6552,6.856,6.05,3.594,2.406,10.069,8.55,-379.895,21.144075,1412.2438,273.99762,78.65909,465.99982
1518895860,61.562332,66.9688,81.5291,80.530594,114.18802,117.466675,6.369,6.025,3.669,2.7,9.969,8.55,-381.29813,21.786047,1420.2534,264.40863,78.465454,466.24008
1518895920,61.25027,65.93869,83.185,81.3106,115.626076,116.31288,6.525,6.2,3.625,2.4,9.975,8.587,-381.00925,21.714998,1411.5853,285.43872,78.6248,466.27008
1518895980,61.75194,66.31078,83.625824,81.3106,110.87507,113.93827,6.575,6.338,3.713,2.562,10.562,8.451,-380.85324,21.98143,1415.5841,302.0613,78.59387,466.52982
1518896040,63.12661,67.18815,82.812,81.1863,111.74876,114.62289,6.663,5.325,3.625,2.788,9.7,8.263,-379.05927,21.590664,1417.5715,225.19107,78.6369,466.59018
1518896100,63.18665,66.024864,83.06406,81.78917,112.16247,113.17706,6.03,5.658,3.457,2.493,10.255,8.477,-381.17175,20.724808,1404.9047,287.4131,78.580154,466.47998
1518896160,62.439278,67.43882,82.68767,80.62693,114.502075,112.248276,6.762,5.863,3.638,2.6,10.512,8.399,-378.73035,20.57061,1414.7461,280.74826,78.60329,466.50995
1518896220,61.18707,66.49879,82.31466,80.99984,112.56105,112.93768,6.412,5.525,3.663,2.75,9.775,8.5,-381.56638,20.799397,1400.5707,254.74887,78.54412,466.52008
1518896280,62.62493,67.313484,81.936005,81.68973,111.12537,114.062744,6.299,6.112,3.625,2.463,10.538,8.412,-380.03427,21.004517,1417.2363,214.68645,78.5495,466.6801
1518896340,61.75194,67.37616,83.185,81.81403,112.81136,112.93768,6.375,5.9,3.425,2.6,10.213,8.638,-380.8874,19.725647,1411.9205,304.5002,78.56294,466.6801
1518896400,62.12326,67.685585,82.998505,80.93769,115.37576,116.25064,6.088,5.612,3.863,2.4,10.412,8.587,-379.60092,21.004517,1415.2489,210.12498,78.49974,466.7101
1518896460,62.12326,66.064026,83.37716,81.75188,110.18556,116.56183,5.7,5.588,3.625,2.75,9.738,8.412,-379.05927,19.43619,1408.9034,307.56335,78.532555,466.78995
1518896520,61.625538,65.75069,81.3765,81.62758,110.93646,116.00169,6.913,5.388,3.187,2.6,10.162,8.399,-379.35178,20.809164,1417.5715,216.37616,78.49436,466.96985
1518896580,61.25027,67.685585,83.99883,81.68973,114.62486,115.685715,6.663,5.663,3.563,2.65,9.637,8.15,-381.00925,19.97892,1413.022,225.6239,78.46882,466.96985
1518896640,61.031036,66.15607,82.03209,81.062,114.09357,113.09328,6.521,6.025,3.431,2.553,10.413,8.619,-379.639,20.542997,1415.5841,217.00046,78.52529,466.96985
1518896700,61.99883,66.09537,83.685165,81.969406,111.59291,116.564224,6.281,6.012,3.619,2.531,10.081,8.837,-380.22928,19.560244,1413.5728,236.93593,78.43341,467.12015
1518896760,61.437904,66.06207,82.68484,80.40629,114.280106,117.624664,6.238,5.8,3.744,2.625,10.244,8.631,-379.74176,20.525906,1403.5757,276.37408,78.465454,467.25995
1518896820,60.436535,67.998924,81.749504,79.21919,113.18918,115.56124,7.1,6.325,3.663,2.6,9.787,8.412,-381.59424,19.174402,1414.2432,206.06299,78.41234,467.27982
1518896880,62.56173,66.81213,82.68767,82.435555,111.37567,111.874855,7.15,6.138,3.525,2.4,10.125,8.25,-378.2304,19.420683,1410.9028,310.43506,78.43789,467.34018
1518896940,61.123867,66.064026,82.56333,81.75188,112.93887,116.68631,6.15,5.825,3.638,2.513,10.4,8.75,-380.3999,19.392773,1407.2512,298.6902,78.34376,467.50995
1518897000,62.12326,66.248116,83.87449,80.2478,115.626076,118.3763,6.237,5.575,3.675,2.362,10.375,8.451,-378.8126,19.851496,1406.5808,289.93356,78.399155,467.67975
1518897060,62.342495,66.9081,82.87417,80.47528,112.81372,115.31229,6.043,5.775,3.669,2.512,9.931,8.294,-380.45212,20.320786,1411.25,262.46918,78.380066,467.52008
1518897120,61.031036,67.313484,81.21826,81.7177,113.968414,115.812584,6.044,6.056,3.331,2.356,9.888,8.688,-379.85147,19.420683,1407.0837,289.96686,78.47487,467.5999
1518897180,61.68874,66.1267,82.06034,81.434906,113.00027,115.62348,6.188,6.112,3.912,2.7,10.125,8.6,-380.22925,19.97892,1410.5797,259.43515,78.34376,467.75995
1518897240,61.49913,66.43612,81.50084,81.87618,112.93887,113.87604,6.575,5.588,3.575,2.225,10.712,8.462,-378.07254,20.833584,1407.9218,289.30927,78.354065,467.72998
1518897300,61.25027,66.43612,81.62517,78.37703,113.75117,113.62709,6.426,5.863,3.487,2.45,10.125,8.35,-378.85724,21.004517,1411.9205,271.81265,78.30611,467.92
1518897360,60.18767,67.313484,82.87416,81.56542,112.74997,112.93768,6.426,5.625,3.563,2.55,9.925,8.3,-379.9801,20.491718,1409.909,302.8105,78.28728,467.90988
1518897420,61.37668,65.68801,83.25282,79.37768,114.43596,114.124985,7.1,6.25,3.525,2.475,10.8,9.138,-381.00925,20.809164,1416.2546,227.31364,78.31283,467.9901
1518897480,60.999435,66.749466,82.21858,81.90416,112.24936,110.90538,6.2,5.713,3.694,2.281,10.338,8.856,-380.17355,19.110552,1332.2435,263.34317,78.30946,467.99982
1518897540,61.001408,66.37345,82.50116,79.75059,109.93526,114.68512,6.075,6.063,3.375,2.612,9.975,8.025,-378.49542,21.004517,1413.7404,260.52975,78.29669,468.03995
1518897600,62.249664,66.81213,80.99785,80.30995,115.125465,115.25005,6.863,6.012,3.525,2.362,10.275,8.313,-380.45212,20.203512,1060.5995,245.75085,78.237526,468.17
1518897660,62.62493,66.1267,81.99818,80.20844,112.24936,116.437355,6.426,6.575,3.387,2.55,10.213,9.463,-378.8619,19.002007,1399.9241,293.62097,78.28728,468.06018
1518897720,62.186462,65.93869,83.25282,80.30995,112.49966,114.49841,6.062,6.054,3.513,2.463,10.262,8.462,-379.81268,19.699802,1411.9205,226.74762,78.230804,468.37015
1518897780,61.593933,67.12548,80.189674,80.56478,113.123055,116.063934,5.887,5.45,3.612,2.5,10.3,8.487,-379.05927,19.699802,1405.9104,286.3127,78.225426,468.39
1518897840,61.68874,67.313484,82.87416,80.440475,111.564575,113.87604,6.788,5.663,3.863,2.7,10.125,8.787,-380.73068,19.179626,1434.2372,254.81546,78.2066,468.62988
1518897900,60.689346,65.24934,81.87384,80.87554,114.43596,114.43617,5.812,5.725,3.725,2.85,10.763,8.963,-379.13727,19.132261,1362.2587,248.814,78.237526,468.31992
1518897960,63.561127,65.75069,82.50116,79.62629,113.37336,119.247635,6.088,6.129,3.8,2.513,10.363,8.688,-379.50928,18.232815,1408.5682,203.12468,78.2187,468.40988
1518898020,61.123867,66.248116,82.18468,81.37275,114.87516,110.93649,6.663,5.475,3.663,2.55,10.55,8.113,-378.44257,18.463572,1411.5853,226.12332,78.162224,468.47998
1518898080,62.249664,67.750206,82.812,80.59274,112.96957,114.87424,6.5,6.131,3.625,2.556,10.343,8.681,-379.97333,18.049673,1408.5802,268.5622,78.14071,468.52982
